"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"12 Day Percent Move",">","10","2DayPercentMove","<","0","0.6667","22","33"
"12 Day Percent Move","<","-10","6DayPercentMove",">","1","0.6842","39","57"
"12 Day Percent Move","<","-10","9DayPercentMove",">","1","0.6842","39","57"
"12 Day Percent Move","<","-10","10DayPercentMove",">","1","0.7193","41","57"
"12 Day Percent Move","<","-10","10DayPercentMove",">","2","0.6667","38","57"
"12 Day Percent Move","<","-10","11DayPercentMove",">","1","0.6842","39","57"
"12 Day Percent Move","<","-8","12DayPercentMove",">","1","0.6733","68","101"
"12 Day Percent Move","<","-9","12DayPercentMove",">","1","0.7083","51","72"
"12 Day Percent Move","<","-9","12DayPercentMove",">","2","0.6667","48","72"
"12 Day Percent Move","<","-10","12DayPercentMove",">","1","0.7544","43","57"
"12 Day Percent Move","<","-10","12DayPercentMove",">","2","0.7368","42","57"
"12 Day Percent Move","<","-10","12DayPercentMove",">","3","0.6842","39","57"
"12 Day Percent Move","<","-8","13DayPercentMove",">","1","0.6634","67","101"
"12 Day Percent Move","<","-9","13DayPercentMove",">","1","0.6528","47","72"
"12 Day Percent Move","<","-10","13DayPercentMove",">","1","0.7193","41","57"
"12 Day Percent Move","<","-10","13DayPercentMove",">","2","0.7018","40","57"
"12 Day Percent Move","<","-8","14DayPercentMove",">","1","0.7129","72","101"
"12 Day Percent Move","<","-8","14DayPercentMove",">","2","0.6535","66","101"
"12 Day Percent Move","<","-9","14DayPercentMove",">","1","0.7222","52","72"
"12 Day Percent Move","<","-10","14DayPercentMove",">","1","0.7895","45","57"
"12 Day Percent Move","<","-10","14DayPercentMove",">","2","0.7193","41","57"
"12 Day Percent Move","<","-10","14DayPercentMove",">","3","0.6842","39","57"
"12 Day Percent Move","<","-10","14DayPercentMove",">","4","0.6667","38","57"
"12 Day Percent Move","<","-8","15DayPercentMove",">","1","0.6931","70","101"
"12 Day Percent Move","<","-9","15DayPercentMove",">","1","0.6944","50","72"
"12 Day Percent Move","<","-10","15DayPercentMove",">","1","0.7895","45","57"
"12 Day Percent Move","<","-10","15DayPercentMove",">","2","0.7193","41","57"
"12 Day Percent Move","<","-8","16DayPercentMove",">","1","0.6535","66","101"
"12 Day Percent Move","<","-9","16DayPercentMove",">","1","0.6528","47","72"
"12 Day Percent Move","<","-10","16DayPercentMove",">","1","0.7368","42","57"
"12 Day Percent Move","<","-10","16DayPercentMove",">","2","0.7193","41","57"
"12 Day Percent Move","<","-10","16DayPercentMove",">","3","0.7018","40","57"
"12 Day Percent Move","<","-9","17DayPercentMove",">","1","0.6528","47","72"
"12 Day Percent Move","<","-10","17DayPercentMove",">","1","0.7193","41","57"
"12 Day Percent Move","<","-10","17DayPercentMove",">","2","0.7018","40","57"
"12 Day Percent Move",">","9","18DayPercentMove",">","1","0.6522","30","46"
"12 Day Percent Move",">","10","18DayPercentMove",">","1","0.6667","22","33"
"12 Day Percent Move","<","-8","18DayPercentMove",">","1","0.6535","66","101"
"12 Day Percent Move","<","-9","18DayPercentMove",">","1","0.6667","48","72"
"12 Day Percent Move","<","-10","18DayPercentMove",">","1","0.7193","41","57"
"12 Day Percent Move","<","-10","18DayPercentMove",">","2","0.6667","38","57"
"12 Day Percent Move",">","8","19DayPercentMove",">","1","0.6615","43","65"
"12 Day Percent Move",">","9","19DayPercentMove",">","1","0.7174","33","46"
"12 Day Percent Move",">","10","19DayPercentMove",">","1","0.697","23","33"
"12 Day Percent Move","<","-9","19DayPercentMove",">","1","0.6528","47","72"
"12 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6842","39","57"
"12 Day Percent Move",">","9","20DayPercentMove",">","1","0.6957","32","46"
"12 Day Percent Move",">","10","20DayPercentMove",">","1","0.697","23","33"
"12 Day Percent Move","<","-10","20DayPercentMove",">","1","0.6667","38","57"
"13 Day Percent Move","<","-10","4DayPercentMove",">","1","0.6615","43","65"
"13 Day Percent Move","<","-9","9DayPercentMove",">","1","0.6582","52","79"
"13 Day Percent Move","<","-10","9DayPercentMove",">","1","0.7385","48","65"
"13 Day Percent Move","<","-10","9DayPercentMove",">","2","0.6923","45","65"
"13 Day Percent Move","<","-9","10DayPercentMove",">","1","0.7089","56","79"
"13 Day Percent Move","<","-10","10DayPercentMove",">","1","0.7538","49","65"
"13 Day Percent Move","<","-10","10DayPercentMove",">","2","0.6769","44","65"
"13 Day Percent Move","<","-9","11DayPercentMove",">","1","0.7089","56","79"
"13 Day Percent Move","<","-10","11DayPercentMove",">","1","0.7538","49","65"
"13 Day Percent Move","<","-10","11DayPercentMove",">","2","0.6923","45","65"
"13 Day Percent Move","<","-8","12DayPercentMove",">","1","0.6514","71","109"
"13 Day Percent Move","<","-9","12DayPercentMove",">","1","0.7342","58","79"
"13 Day Percent Move","<","-9","12DayPercentMove",">","2","0.6962","55","79"
"13 Day Percent Move","<","-10","12DayPercentMove",">","1","0.7538","49","65"
"13 Day Percent Move","<","-10","12DayPercentMove",">","2","0.7385","48","65"
"13 Day Percent Move","<","-10","12DayPercentMove",">","3","0.6615","43","65"
"13 Day Percent Move","<","-9","13DayPercentMove",">","1","0.7089","56","79"
"13 Day Percent Move","<","-9","13DayPercentMove",">","2","0.6709","53","79"
"13 Day Percent Move","<","-10","13DayPercentMove",">","1","0.7538","49","65"
"13 Day Percent Move","<","-10","13DayPercentMove",">","2","0.7231","47","65"
"13 Day Percent Move","<","-10","13DayPercentMove",">","3","0.6769","44","65"
"13 Day Percent Move","<","-8","14DayPercentMove",">","1","0.6789","74","109"
"13 Day Percent Move","<","-9","14DayPercentMove",">","1","0.7595","60","79"
"13 Day Percent Move","<","-9","14DayPercentMove",">","2","0.6835","54","79"
"13 Day Percent Move","<","-10","14DayPercentMove",">","1","0.8154","53","65"
"13 Day Percent Move","<","-10","14DayPercentMove",">","2","0.7385","48","65"
"13 Day Percent Move","<","-10","14DayPercentMove",">","3","0.6769","44","65"
"13 Day Percent Move","<","-8","15DayPercentMove",">","1","0.6697","73","109"
"13 Day Percent Move","<","-9","15DayPercentMove",">","1","0.7342","58","79"
"13 Day Percent Move","<","-9","15DayPercentMove",">","2","0.6709","53","79"
"13 Day Percent Move","<","-10","15DayPercentMove",">","1","0.7846","51","65"
"13 Day Percent Move","<","-10","15DayPercentMove",">","2","0.7231","47","65"
"13 Day Percent Move","<","-9","16DayPercentMove",">","1","0.6962","55","79"
"13 Day Percent Move","<","-9","16DayPercentMove",">","2","0.6582","52","79"
"13 Day Percent Move","<","-10","16DayPercentMove",">","1","0.7385","48","65"
"13 Day Percent Move","<","-10","16DayPercentMove",">","2","0.7077","46","65"
"13 Day Percent Move","<","-10","16DayPercentMove",">","3","0.6769","44","65"
"13 Day Percent Move",">","10","17DayPercentMove",">","1","0.6667","26","39"
"13 Day Percent Move","<","-9","17DayPercentMove",">","1","0.6835","54","79"
"13 Day Percent Move","<","-10","17DayPercentMove",">","1","0.7538","49","65"
"13 Day Percent Move","<","-10","17DayPercentMove",">","2","0.6923","45","65"
"13 Day Percent Move","<","-10","17DayPercentMove",">","3","0.6615","43","65"
"13 Day Percent Move",">","10","18DayPercentMove",">","1","0.6923","27","39"
"13 Day Percent Move","<","-8","18DayPercentMove",">","1","0.6514","71","109"
"13 Day Percent Move","<","-9","18DayPercentMove",">","1","0.6962","55","79"
"13 Day Percent Move","<","-10","18DayPercentMove",">","1","0.7385","48","65"
"13 Day Percent Move","<","-10","18DayPercentMove",">","2","0.6615","43","65"
"13 Day Percent Move",">","10","19DayPercentMove",">","1","0.6923","27","39"
"13 Day Percent Move","<","-9","19DayPercentMove",">","1","0.6709","53","79"
"13 Day Percent Move","<","-10","19DayPercentMove",">","1","0.7231","47","65"
"13 Day Percent Move","<","-10","19DayPercentMove",">","2","0.6769","44","65"
"13 Day Percent Move","<","-10","20DayPercentMove",">","1","0.6923","45","65"
"14 Day Percent Move","<","-9","9DayPercentMove",">","1","0.6786","57","84"
"14 Day Percent Move","<","-10","9DayPercentMove",">","1","0.7121","47","66"
"14 Day Percent Move","<","-10","9DayPercentMove",">","2","0.6818","45","66"
"14 Day Percent Move","<","-9","10DayPercentMove",">","1","0.6905","58","84"
"14 Day Percent Move","<","-10","10DayPercentMove",">","1","0.7273","48","66"
"14 Day Percent Move","<","-10","10DayPercentMove",">","2","0.6667","44","66"
"14 Day Percent Move","<","-9","11DayPercentMove",">","1","0.6786","57","84"
"14 Day Percent Move","<","-10","11DayPercentMove",">","1","0.7273","48","66"
"14 Day Percent Move","<","-10","11DayPercentMove",">","2","0.6667","44","66"
"14 Day Percent Move","<","-9","12DayPercentMove",">","1","0.7143","60","84"
"14 Day Percent Move","<","-9","12DayPercentMove",">","2","0.6667","56","84"
"14 Day Percent Move","<","-10","12DayPercentMove",">","1","0.7273","48","66"
"14 Day Percent Move","<","-10","12DayPercentMove",">","2","0.7121","47","66"
"14 Day Percent Move","<","-9","13DayPercentMove",">","1","0.6667","56","84"
"14 Day Percent Move","<","-10","13DayPercentMove",">","1","0.7121","47","66"
"14 Day Percent Move","<","-10","13DayPercentMove",">","2","0.6818","45","66"
"14 Day Percent Move","<","-9","14DayPercentMove",">","1","0.7262","61","84"
"14 Day Percent Move","<","-9","14DayPercentMove",">","2","0.6548","55","84"
"14 Day Percent Move","<","-10","14DayPercentMove",">","1","0.7576","50","66"
"14 Day Percent Move","<","-10","14DayPercentMove",">","2","0.6818","45","66"
"14 Day Percent Move","<","-9","15DayPercentMove",">","1","0.7024","59","84"
"14 Day Percent Move","<","-10","15DayPercentMove",">","1","0.7121","47","66"
"14 Day Percent Move","<","-10","15DayPercentMove",">","2","0.6667","44","66"
"14 Day Percent Move","<","-9","16DayPercentMove",">","1","0.6667","56","84"
"14 Day Percent Move","<","-10","16DayPercentMove",">","1","0.6667","44","66"
"14 Day Percent Move","<","-10","16DayPercentMove",">","2","0.6515","43","66"
"14 Day Percent Move","<","-9","17DayPercentMove",">","1","0.6786","57","84"
"14 Day Percent Move","<","-10","17DayPercentMove",">","1","0.6818","45","66"
"14 Day Percent Move",">","10","18DayPercentMove",">","1","0.6512","28","43"
"14 Day Percent Move","<","-9","18DayPercentMove",">","1","0.6667","56","84"
"14 Day Percent Move","<","-10","18DayPercentMove",">","1","0.6667","44","66"
"14 Day Percent Move",">","10","19DayPercentMove",">","1","0.6744","29","43"
"14 Day Percent Move","<","-9","19DayPercentMove",">","1","0.6667","56","84"
"14 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6818","45","66"
"15 Day Percent Move","<","-9","9DayPercentMove",">","1","0.6556","59","90"
"15 Day Percent Move","<","-10","9DayPercentMove",">","1","0.6892","51","74"
"15 Day Percent Move","<","-9","10DayPercentMove",">","1","0.6556","59","90"
"15 Day Percent Move","<","-10","10DayPercentMove",">","1","0.7027","52","74"
"15 Day Percent Move","<","-9","11DayPercentMove",">","1","0.6556","59","90"
"15 Day Percent Move","<","-10","11DayPercentMove",">","1","0.6892","51","74"
"15 Day Percent Move","<","-10","12DayPercentMove",">","1","0.6892","51","74"
"15 Day Percent Move","<","-10","12DayPercentMove",">","2","0.6622","49","74"
"15 Day Percent Move","<","-10","13DayPercentMove",">","1","0.6892","51","74"
"15 Day Percent Move","<","-9","14DayPercentMove",">","1","0.6889","62","90"
"15 Day Percent Move","<","-10","14DayPercentMove",">","1","0.7162","53","74"
"15 Day Percent Move","<","-10","15DayPercentMove",">","1","0.6757","50","74"
"15 Day Percent Move","<","-10","17DayPercentMove",">","1","0.6622","49","74"
"15 Day Percent Move",">","10","18DayPercentMove",">","1","0.6538","34","52"
"15 Day Percent Move","<","-10","18DayPercentMove",">","1","0.6622","49","74"
"15 Day Percent Move",">","10","19DayPercentMove",">","1","0.6731","35","52"
"15 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6622","49","74"
"16 Day Percent Move","<","-10","9DayPercentMove",">","1","0.6829","56","82"
"16 Day Percent Move","<","-10","10DayPercentMove",">","1","0.6951","57","82"
"16 Day Percent Move","<","-10","11DayPercentMove",">","1","0.6707","55","82"
"16 Day Percent Move","<","-10","12DayPercentMove",">","1","0.6707","55","82"
"16 Day Percent Move","<","-10","13DayPercentMove",">","1","0.6585","54","82"
"16 Day Percent Move","<","-10","14DayPercentMove",">","1","0.6707","55","82"
"16 Day Percent Move","<","-10","15DayPercentMove",">","1","0.6585","54","82"
"16 Day Percent Move","<","-10","18DayPercentMove",">","1","0.6707","55","82"
"16 Day Percent Move","<","-9","19DayPercentMove",">","1","0.6549","74","113"
"16 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6829","56","82"
"17 Day Percent Move","<","-10","11DayPercentMove",">","1","0.6628","57","86"
"17 Day Percent Move","<","-10","13DayPercentMove",">","1","0.6512","56","86"
"17 Day Percent Move","<","-10","14DayPercentMove",">","1","0.686","59","86"
"17 Day Percent Move","<","-10","15DayPercentMove",">","1","0.6512","56","86"
"17 Day Percent Move","<","-10","17DayPercentMove",">","1","0.6512","56","86"
"17 Day Percent Move","<","-10","18DayPercentMove",">","1","0.6628","57","86"
"17 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6512","56","86"
"19 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6505","67","103"
"19 Day Percent Move","<","-10","20DayPercentMove",">","1","0.6796","70","103"
"20 Day Percent Move","<","-10","19DayPercentMove",">","1","0.6545","72","110"
"20 Day Percent Move","<","-10","20DayPercentMove",">","1","0.6636","73","110"
"1 Day MAD",">","3","4DayPercentMove",">","1","0.6709","53","79"
"1 Day MAD",">","3","11DayPercentMove",">","1","0.6709","53","79"
"1 Day MAD",">","3","12DayPercentMove",">","1","0.6962","55","79"
"1 Day MAD",">","3","12DayPercentMove",">","2","0.6835","54","79"
"1 Day MAD",">","3","13DayPercentMove",">","1","0.6835","54","79"
"1 Day MAD",">","3","14DayPercentMove",">","1","0.6962","55","79"
"1 Day MAD",">","3","15DayPercentMove",">","1","0.6582","52","79"
"2 Day MAD",">","4","10DayPercentMove",">","1","0.6709","53","79"
"2 Day MAD",">","4","11DayPercentMove",">","1","0.6709","53","79"
"2 Day MAD",">","4","12DayPercentMove",">","1","0.7089","56","79"
"2 Day MAD",">","4","12DayPercentMove",">","2","0.6835","54","79"
"2 Day MAD",">","4","13DayPercentMove",">","1","0.7342","58","79"
"2 Day MAD",">","4","13DayPercentMove",">","2","0.6962","55","79"
"2 Day MAD",">","5","13DayPercentMove",">","1","0.6667","22","33"
"2 Day MAD",">","4","14DayPercentMove",">","1","0.7215","57","79"
"2 Day MAD",">","4","14DayPercentMove",">","2","0.6709","53","79"
"2 Day MAD",">","4","15DayPercentMove",">","1","0.7342","58","79"
"3 Day MAD",">","4","10DayPercentMove",">","1","0.6557","80","122"
"3 Day MAD",">","5","10DayPercentMove",">","1","0.6721","41","61"
"3 Day MAD",">","5","11DayPercentMove",">","1","0.6885","42","61"
"3 Day MAD",">","4","12DayPercentMove",">","1","0.6721","82","122"
"3 Day MAD",">","5","12DayPercentMove",">","1","0.7377","45","61"
"3 Day MAD",">","5","12DayPercentMove",">","2","0.6885","42","61"
"3 Day MAD",">","4","13DayPercentMove",">","1","0.6639","81","122"
"3 Day MAD",">","5","13DayPercentMove",">","1","0.7049","43","61"
"3 Day MAD",">","5","13DayPercentMove",">","2","0.6721","41","61"
"3 Day MAD",">","4","14DayPercentMove",">","1","0.6803","83","122"
"3 Day MAD",">","5","14DayPercentMove",">","1","0.6885","42","61"
"3 Day MAD",">","4","15DayPercentMove",">","1","0.6803","83","122"
"3 Day MAD",">","5","15DayPercentMove",">","1","0.6885","42","61"
"3 Day MAD",">","4","17DayPercentMove",">","1","0.6639","81","122"
"3 Day MAD",">","5","17DayPercentMove",">","1","0.6557","40","61"
"3 Day MAD",">","5","17DayPercentMove",">","2","0.6557","40","61"
"3 Day MAD",">","4","18DayPercentMove",">","1","0.6639","81","122"
"3 Day MAD",">","5","18DayPercentMove",">","1","0.6721","41","61"
"3 Day MAD",">","4","19DayPercentMove",">","1","0.6557","80","122"
"3 Day MAD",">","5","19DayPercentMove",">","1","0.6557","40","61"
"5 Day MAD",">","5","13DayPercentMove",">","1","0.6692","87","130"
"5 Day MAD",">","5","14DayPercentMove",">","1","0.6615","86","130"
"5 Day MAD",">","5","15DayPercentMove",">","1","0.6846","89","130"
"5 Day MAD",">","5","16DayPercentMove",">","1","0.6538","85","130"
"5 Day MAD",">","5","17DayPercentMove",">","1","0.6846","89","130"
"5 Day MAD",">","5","18DayPercentMove",">","1","0.6615","86","130"
"5 Day MAD",">","4","19DayPercentMove",">","1","0.6596","186","282"
"5 Day MAD",">","5","19DayPercentMove",">","1","0.6769","88","130"
"20 Day DMA",">","6","2DayPercentMove","<","0","0.6667","30","45"
"20 Day DMA","<","-9","3DayPercentMove",">","1","0.6667","24","36"
"20 Day DMA","<","-9","4DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-9","5DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-7","6DayPercentMove",">","1","0.6618","45","68"
"20 Day DMA","<","-8","6DayPercentMove",">","1","0.6667","30","45"
"20 Day DMA","<","-9","6DayPercentMove",">","1","0.75","27","36"
"20 Day DMA","<","-9","6DayPercentMove",">","2","0.6667","24","36"
"20 Day DMA","<","-9","7DayPercentMove",">","1","0.7222","26","36"
"20 Day DMA","<","-9","7DayPercentMove",">","2","0.7222","26","36"
"20 Day DMA","<","-9","7DayPercentMove",">","3","0.6944","25","36"
"20 Day DMA","<","-9","7DayPercentMove",">","4","0.6667","24","36"
"20 Day DMA","<","-9","7DayPercentMove",">","5","0.6667","24","36"
"20 Day DMA","<","-9","8DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-7","9DayPercentMove",">","1","0.6618","45","68"
"20 Day DMA","<","-8","9DayPercentMove",">","1","0.7333","33","45"
"20 Day DMA","<","-8","9DayPercentMove",">","2","0.6889","31","45"
"20 Day DMA","<","-9","9DayPercentMove",">","1","0.7778","28","36"
"20 Day DMA","<","-9","9DayPercentMove",">","2","0.75","27","36"
"20 Day DMA","<","-9","9DayPercentMove",">","3","0.6944","25","36"
"20 Day DMA","<","-7","10DayPercentMove",">","1","0.6765","46","68"
"20 Day DMA","<","-8","10DayPercentMove",">","1","0.7111","32","45"
"20 Day DMA","<","-8","10DayPercentMove",">","2","0.6667","30","45"
"20 Day DMA","<","-9","10DayPercentMove",">","1","0.75","27","36"
"20 Day DMA","<","-9","10DayPercentMove",">","2","0.6944","25","36"
"20 Day DMA","<","-7","11DayPercentMove",">","1","0.6618","45","68"
"20 Day DMA","<","-8","11DayPercentMove",">","1","0.6889","31","45"
"20 Day DMA","<","-8","11DayPercentMove",">","2","0.6667","30","45"
"20 Day DMA","<","-9","11DayPercentMove",">","1","0.7222","26","36"
"20 Day DMA","<","-9","11DayPercentMove",">","2","0.7222","26","36"
"20 Day DMA","<","-9","11DayPercentMove",">","3","0.6667","24","36"
"20 Day DMA","<","-7","12DayPercentMove",">","1","0.7059","48","68"
"20 Day DMA","<","-7","12DayPercentMove",">","2","0.6765","46","68"
"20 Day DMA","<","-8","12DayPercentMove",">","1","0.7333","33","45"
"20 Day DMA","<","-8","12DayPercentMove",">","2","0.7333","33","45"
"20 Day DMA","<","-8","12DayPercentMove",">","3","0.6889","31","45"
"20 Day DMA","<","-9","12DayPercentMove",">","1","0.7778","28","36"
"20 Day DMA","<","-9","12DayPercentMove",">","2","0.7778","28","36"
"20 Day DMA","<","-9","12DayPercentMove",">","3","0.7222","26","36"
"20 Day DMA","<","-7","13DayPercentMove",">","1","0.6912","47","68"
"20 Day DMA","<","-8","13DayPercentMove",">","1","0.7111","32","45"
"20 Day DMA","<","-8","13DayPercentMove",">","2","0.7111","32","45"
"20 Day DMA","<","-9","13DayPercentMove",">","1","0.7778","28","36"
"20 Day DMA","<","-9","13DayPercentMove",">","2","0.7778","28","36"
"20 Day DMA","<","-9","13DayPercentMove",">","3","0.6944","25","36"
"20 Day DMA","<","-9","13DayPercentMove",">","4","0.6667","24","36"
"20 Day DMA","<","-7","14DayPercentMove",">","1","0.7353","50","68"
"20 Day DMA","<","-7","14DayPercentMove",">","2","0.6618","45","68"
"20 Day DMA","<","-8","14DayPercentMove",">","1","0.7333","33","45"
"20 Day DMA","<","-8","14DayPercentMove",">","2","0.6667","30","45"
"20 Day DMA","<","-8","14DayPercentMove",">","3","0.6667","30","45"
"20 Day DMA","<","-9","14DayPercentMove",">","1","0.7778","28","36"
"20 Day DMA","<","-9","14DayPercentMove",">","2","0.6944","25","36"
"20 Day DMA","<","-9","14DayPercentMove",">","3","0.6944","25","36"
"20 Day DMA","<","-9","14DayPercentMove",">","4","0.6667","24","36"
"20 Day DMA","<","-7","15DayPercentMove",">","1","0.7353","50","68"
"20 Day DMA","<","-7","15DayPercentMove",">","2","0.6618","45","68"
"20 Day DMA","<","-8","15DayPercentMove",">","1","0.7333","33","45"
"20 Day DMA","<","-8","15DayPercentMove",">","2","0.6667","30","45"
"20 Day DMA","<","-9","15DayPercentMove",">","1","0.7222","26","36"
"20 Day DMA","<","-9","15DayPercentMove",">","2","0.6667","24","36"
"20 Day DMA","<","-9","15DayPercentMove",">","3","0.6667","24","36"
"20 Day DMA","<","-9","15DayPercentMove",">","4","0.6667","24","36"
"20 Day DMA","<","-7","16DayPercentMove",">","1","0.6912","47","68"
"20 Day DMA","<","-7","16DayPercentMove",">","2","0.6618","45","68"
"20 Day DMA","<","-8","16DayPercentMove",">","1","0.6889","31","45"
"20 Day DMA","<","-8","16DayPercentMove",">","2","0.6889","31","45"
"20 Day DMA","<","-8","16DayPercentMove",">","3","0.6667","30","45"
"20 Day DMA","<","-9","16DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-9","16DayPercentMove",">","2","0.6944","25","36"
"20 Day DMA","<","-9","16DayPercentMove",">","3","0.6944","25","36"
"20 Day DMA","<","-7","17DayPercentMove",">","1","0.7059","48","68"
"20 Day DMA","<","-7","17DayPercentMove",">","2","0.6618","45","68"
"20 Day DMA","<","-8","17DayPercentMove",">","1","0.7111","32","45"
"20 Day DMA","<","-8","17DayPercentMove",">","2","0.6889","31","45"
"20 Day DMA","<","-9","17DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-9","17DayPercentMove",">","2","0.6667","24","36"
"20 Day DMA","<","-9","17DayPercentMove",">","3","0.6667","24","36"
"20 Day DMA","<","-6","18DayPercentMove",">","1","0.6634","67","101"
"20 Day DMA","<","-7","18DayPercentMove",">","1","0.7059","48","68"
"20 Day DMA","<","-8","18DayPercentMove",">","1","0.6889","31","45"
"20 Day DMA","<","-9","18DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-6","19DayPercentMove",">","1","0.6535","66","101"
"20 Day DMA","<","-7","19DayPercentMove",">","1","0.7059","48","68"
"20 Day DMA","<","-8","19DayPercentMove",">","1","0.6889","31","45"
"20 Day DMA","<","-8","19DayPercentMove",">","2","0.6667","30","45"
"20 Day DMA","<","-9","19DayPercentMove",">","1","0.6944","25","36"
"20 Day DMA","<","-9","19DayPercentMove",">","2","0.6667","24","36"
"20 Day DMA","<","-7","20DayPercentMove",">","1","0.6765","46","68"
"20 Day DMA","<","-8","20DayPercentMove",">","1","0.6667","30","45"
"20 Day DMA","<","-9","20DayPercentMove",">","1","0.6667","24","36"
"50 Day DMA","<","-9","15DayPercentMove",">","1","0.6529","79","121"
"50 Day DMA","<","-10","15DayPercentMove",">","1","0.6569","67","102"
